unit_id,facility_id,blood_group,component,quantity_ml,collection_date,expiry_date,days_remaining,status,is_near_expiry
UNIT01419,FAC015,B-,Platelets,57,2026-07-30,2026-08-04,3,Reserved,False
UNIT01420,FAC015,B+,Platelets,59,2026-07-31,2026-08-05,4,Available,False
UNIT01421,FAC015,B+,RBC,261,2026-07-24,2026-08-28,27,Available,False
UNIT01422,FAC015,B+,RBC,286,2026-06-26,2026-07-31,-1,Expired,False
UNIT01423,FAC015,A+,Whole Blood,430,2026-06-28,2026-08-02,1,Available,True
UNIT01424,FAC015,A+,Whole Blood,375,2026-06-23,2026-07-28,-4,Expired,False
UNIT01425,FAC015,A+,Whole Blood,426,2026-07-28,2026-09-01,31,Available,False
UNIT01426,FAC015,A+,Whole Blood,371,2026-06-25,2026-07-30,-2,Expired,False
UNIT01427,FAC015,AB+,Whole Blood,448,2026-07-30,2026-09-03,33,Available,False
UNIT01428,FAC015,AB+,RBC,264,2026-07-04,2026-08-08,7,Available,True
UNIT01429,FAC015,B+,Whole Blood,450,2026-06-26,2026-07-31,-1,Expired,False
UNIT01430,FAC015,A+,Platelets,53,2026-07-30,2026-08-04,3,Available,False
UNIT01431,FAC015,B+,RBC,261,2026-07-08,2026-08-12,11,Available,False
UNIT01432,FAC015,B+,Whole Blood,380,2026-07-29,2026-09-02,32,Reserved,False
UNIT01433,FAC015,B+,Whole Blood,408,2026-07-20,2026-08-24,23,Available,False
UNIT01434,FAC015,A+,RBC,294,2026-07-25,2026-08-29,28,Available,False
UNIT01435,FAC015,B+,Whole Blood,444,2026-07-09,2026-08-13,12,Available,False
UNIT01436,FAC015,B+,Whole Blood,392,2026-07-26,2026-08-30,29,Available,False
UNIT01437,FAC015,AB+,RBC,292,2026-06-29,2026-08-03,2,Reserved,False
UNIT01438,FAC015,AB-,Platelets,50,2026-07-29,2026-08-03,2,Available,False
UNIT01439,FAC015,A+,Platelets,60,2026-07-30,2026-08-04,3,Reserved,False
UNIT01440,FAC015,B+,Platelets,52,2026-07-31,2026-08-05,4,Available,False
UNIT01441,FAC015,B+,RBC,270,2026-07-01,2026-08-05,4,Available,True
UNIT01442,FAC015,B+,RBC,252,2026-07-25,2026-08-29,28,Available,False
UNIT01443,FAC015,O-,RBC,297,2026-07-01,2026-08-05,4,Available,True
UNIT01444,FAC015,A-,RBC,289,2026-07-22,2026-08-26,25,Available,False
UNIT01445,FAC015,B+,RBC,260,2026-07-16,2026-08-20,19,Available,False
UNIT01446,FAC015,A+,RBC,292,2026-07-07,2026-08-11,10,Available,False
UNIT01447,FAC015,B+,RBC,264,2026-07-28,2026-09-01,31,Available,False
UNIT01448,FAC015,A+,RBC,277,2026-07-22,2026-08-26,25,Available,False
UNIT01449,FAC015,A+,RBC,295,2026-07-28,2026-09-01,31,Available,False
UNIT01450,FAC015,B+,RBC,259,2026-07-16,2026-08-20,19,Available,False
UNIT01451,FAC015,A+,Whole Blood,371,2026-07-24,2026-08-28,27,Available,False
UNIT01452,FAC015,B+,RBC,263,2026-07-14,2026-08-18,17,Available,False
UNIT01453,FAC015,B+,Whole Blood,403,2026-07-15,2026-08-19,18,Available,False
UNIT01454,FAC015,AB+,Whole Blood,392,2026-07-07,2026-08-11,10,Available,False
UNIT01455,FAC015,A+,Platelets,51,2026-07-26,2026-07-31,-1,Expired,False
UNIT01456,FAC015,B+,Platelets,55,2026-07-27,2026-08-01,0,Available,True
UNIT01457,FAC015,A+,Whole Blood,411,2026-07-17,2026-08-21,20,Available,False
UNIT01458,FAC015,B+,RBC,252,2026-07-13,2026-08-17,16,Available,False
UNIT01459,FAC015,B+,RBC,296,2026-07-21,2026-08-25,24,Available,False
UNIT01460,FAC015,AB+,Platelets,60,2026-07-31,2026-08-05,4,Available,False
UNIT01461,FAC015,A+,Whole Blood,427,2026-07-08,2026-08-12,11,Available,False
UNIT01462,FAC015,B+,RBC,299,2026-07-23,2026-08-27,26,Available,False
UNIT01463,FAC015,AB+,Whole Blood,399,2026-07-29,2026-09-02,32,Available,False
UNIT01464,FAC015,B+,RBC,259,2026-07-11,2026-08-15,14,Reserved,False
UNIT01465,FAC015,A+,RBC,269,2026-07-05,2026-08-09,8,Available,False
UNIT01466,FAC015,AB+,Platelets,55,2026-07-31,2026-08-05,4,Available,False
UNIT01467,FAC015,B+,RBC,267,2026-07-18,2026-08-22,21,Available,False
UNIT01468,FAC015,B+,RBC,273,2026-07-27,2026-08-31,30,Available,False
UNIT01469,FAC015,B+,RBC,282,2026-07-12,2026-08-16,15,Available,False
UNIT01470,FAC015,A+,RBC,295,2026-07-10,2026-08-14,13,Available,False
UNIT01471,FAC015,A+,RBC,255,2026-07-15,2026-08-19,18,Available,False
UNIT01472,FAC015,A+,RBC,269,2026-07-27,2026-08-31,30,Available,False
UNIT01473,FAC015,A+,Whole Blood,381,2026-07-10,2026-08-14,13,Available,False
UNIT01474,FAC015,B+,RBC,252,2026-07-14,2026-08-18,17,Available,False
UNIT01475,FAC015,B+,Platelets,60,2026-07-30,2026-08-04,3,Available,False
UNIT01476,FAC015,B+,RBC,299,2026-07-20,2026-08-24,23,Available,False
UNIT01477,FAC015,B+,Whole Blood,450,2026-07-08,2026-08-12,11,Available,False
UNIT01478,FAC015,A+,RBC,295,2026-07-28,2026-09-01,31,Available,False
UNIT01479,FAC015,A+,Platelets,57,2026-07-29,2026-08-03,2,Available,False
UNIT01480,FAC015,B+,RBC,261,2026-07-20,2026-08-24,23,Reserved,False
UNIT01481,FAC015,A+,Whole Blood,436,2026-07-08,2026-08-12,11,Available,False
UNIT01482,FAC015,A+,Platelets,50,2026-08-01,2026-08-06,5,Available,False
UNIT01483,FAC015,A+,RBC,292,2026-07-17,2026-08-21,20,Available,False
UNIT01484,FAC015,AB-,Platelets,59,2026-07-29,2026-08-03,2,Available,False
UNIT01485,FAC015,A-,Platelets,54,2026-07-27,2026-08-01,0,Available,True
UNIT01486,FAC015,A+,Whole Blood,352,2026-07-30,2026-09-03,33,Available,False
UNIT01487,FAC015,B+,Whole Blood,433,2026-07-02,2026-08-06,5,Available,True
UNIT01488,FAC015,A+,Whole Blood,418,2026-07-18,2026-08-22,21,Available,False
UNIT01489,FAC016,B+,Whole Blood,364,2026-07-25,2026-08-29,28,Available,False
UNIT01490,FAC016,A+,Whole Blood,412,2026-07-08,2026-08-12,11,Available,False
UNIT01491,FAC016,B+,Whole Blood,422,2026-07-13,2026-08-17,16,Available,False
UNIT01492,FAC016,O+,Whole Blood,430,2026-07-28,2026-09-01,31,Available,False
UNIT01493,FAC016,O+,Whole Blood,413,2026-06-22,2026-07-27,-5,Expired,False
UNIT01494,FAC016,O+,Whole Blood,415,2026-07-29,2026-09-02,32,Available,False
UNIT01495,FAC016,O+,Whole Blood,352,2026-07-23,2026-08-27,26,Available,False
UNIT01496,FAC016,B+,Whole Blood,432,2026-07-14,2026-08-18,17,Available,False
UNIT01497,FAC016,B+,Whole Blood,432,2026-07-26,2026-08-30,29,Available,False
UNIT01498,FAC016,B+,Whole Blood,374,2026-07-29,2026-09-02,32,Available,False
UNIT01499,FAC016,B+,Whole Blood,437,2026-07-23,2026-08-27,26,Available,False
UNIT01500,FAC016,B+,Whole Blood,441,2026-07-26,2026-08-30,29,Available,False
UNIT01501,FAC016,B+,Whole Blood,444,2026-07-04,2026-08-08,7,Available,True
UNIT01502,FAC016,B+,Whole Blood,429,2026-07-05,2026-08-09,8,Available,False
UNIT01503,FAC016,A+,Whole Blood,375,2026-07-11,2026-08-15,14,Available,False
UNIT01504,FAC016,A+,Whole Blood,413,2026-07-26,2026-08-30,29,Available,False
UNIT01505,FAC016,B+,Whole Blood,395,2026-07-14,2026-08-18,17,Reserved,False
UNIT01506,FAC016,O+,Whole Blood,414,2026-07-10,2026-08-14,13,Available,False
UNIT01507,FAC016,A+,Whole Blood,379,2026-07-21,2026-08-25,24,Available,False
UNIT01508,FAC016,A+,Whole Blood,450,2026-07-16,2026-08-20,19,Reserved,False
UNIT01509,FAC016,B+,Whole Blood,369,2026-07-07,2026-08-11,10,Available,False
UNIT01510,FAC016,O+,Whole Blood,406,2026-07-09,2026-08-13,12,Reserved,False
UNIT01511,FAC016,O+,Whole Blood,450,2026-06-23,2026-07-28,-4,Expired,False
UNIT01512,FAC016,O+,Whole Blood,363,2026-07-04,2026-08-08,7,Available,True
UNIT01513,FAC016,A+,Whole Blood,370,2026-07-02,2026-08-06,5,Reserved,False
UNIT01514,FAC016,O+,Whole Blood,362,2026-07-07,2026-08-11,10,Available,False
UNIT01515,FAC016,A+,Whole Blood,375,2026-07-21,2026-08-25,24,Available,False
UNIT01516,FAC016,B+,Whole Blood,410,2026-07-07,2026-08-11,10,Available,False
UNIT01517,FAC017,B+,Whole Blood,403,2026-07-22,2026-08-26,25,Available,False
UNIT01518,FAC017,B+,Whole Blood,403,2026-07-25,2026-08-29,28,Available,False
UNIT01519,FAC017,O+,Whole Blood,402,2026-07-05,2026-08-09,8,Available,False
UNIT01520,FAC017,O+,Whole Blood,406,2026-06-26,2026-07-31,-1,Expired,False
UNIT01521,FAC017,A+,Whole Blood,358,2026-07-09,2026-08-13,12,Available,False
UNIT01522,FAC017,A+,Whole Blood,405,2026-07-19,2026-08-23,22,Available,False
UNIT01523,FAC017,A+,Whole Blood,423,2026-07-11,2026-08-15,14,Available,False
UNIT01524,FAC017,A+,Whole Blood,439,2026-07-18,2026-08-22,21,Reserved,False
UNIT01525,FAC017,B+,Whole Blood,394,2026-07-09,2026-08-13,12,Available,False
UNIT01526,FAC017,A+,Whole Blood,368,2026-06-30,2026-08-04,3,Available,True
UNIT01527,FAC017,O+,Whole Blood,429,2026-07-11,2026-08-15,14,Reserved,False
UNIT01528,FAC017,O+,Whole Blood,450,2026-07-10,2026-08-14,13,Reserved,False
UNIT01529,FAC017,O+,Whole Blood,418,2026-07-01,2026-08-05,4,Available,True
UNIT01530,FAC017,B+,Whole Blood,377,2026-07-15,2026-08-19,18,Available,False
UNIT01531,FAC017,A+,Whole Blood,370,2026-07-15,2026-08-19,18,Available,False
UNIT01532,FAC017,A+,Whole Blood,442,2026-07-23,2026-08-27,26,Available,False
UNIT01533,FAC017,B+,Whole Blood,383,2026-07-08,2026-08-12,11,Available,False
UNIT01534,FAC017,O+,Whole Blood,365,2026-07-26,2026-08-30,29,Available,False
UNIT01535,FAC017,B+,Whole Blood,445,2026-07-17,2026-08-21,20,Reserved,False
UNIT01536,FAC017,O-,Whole Blood,450,2026-07-20,2026-08-24,23,Available,False
UNIT01537,FAC017,O+,Whole Blood,381,2026-07-09,2026-08-13,12,Available,False
UNIT01538,FAC017,A+,Whole Blood,362,2026-07-04,2026-08-08,7,Available,True
UNIT01539,FAC017,A+,Whole Blood,357,2026-07-04,2026-08-08,7,Available,True
UNIT01540,FAC017,B+,Whole Blood,397,2026-07-17,2026-08-21,20,Available,False
UNIT01541,FAC017,O+,Whole Blood,400,2026-07-13,2026-08-17,16,Available,False
UNIT01542,FAC017,O+,Whole Blood,438,2026-07-12,2026-08-16,15,Reserved,False
UNIT01543,FAC017,O+,Whole Blood,370,2026-07-08,2026-08-12,11,Available,False
UNIT01544,FAC017,A+,Whole Blood,440,2026-07-17,2026-08-21,20,Available,False
UNIT01545,FAC017,B+,Whole Blood,354,2026-07-10,2026-08-14,13,Available,False
UNIT01546,FAC018,O+,Whole Blood,402,2026-06-28,2026-08-02,1,Available,True
UNIT01547,FAC018,A+,Whole Blood,369,2026-07-14,2026-08-18,17,Available,False
UNIT01548,FAC018,A+,Whole Blood,388,2026-06-20,2026-07-25,-7,Expired,False
UNIT01549,FAC018,B+,Whole Blood,425,2026-07-06,2026-08-10,9,Available,False
UNIT01550,FAC018,B+,Whole Blood,444,2026-06-30,2026-08-04,3,Available,True
UNIT01551,FAC018,B+,Whole Blood,355,2026-07-15,2026-08-19,18,Available,False
UNIT01552,FAC018,B+,Whole Blood,450,2026-07-14,2026-08-18,17,Reserved,False
UNIT01553,FAC018,B+,Whole Blood,408,2026-07-07,2026-08-11,10,Available,False
UNIT01554,FAC018,O+,Whole Blood,361,2026-07-25,2026-08-29,28,Available,False
UNIT01555,FAC018,O+,Whole Blood,393,2026-07-19,2026-08-23,22,Reserved,False
UNIT01556,FAC018,B+,Whole Blood,371,2026-07-08,2026-08-12,11,Available,False
UNIT01557,FAC018,O+,Whole Blood,421,2026-07-14,2026-08-18,17,Available,False
UNIT01558,FAC018,A+,Whole Blood,416,2026-06-25,2026-07-30,-2,Expired,False
UNIT01559,FAC018,A+,Whole Blood,434,2026-07-16,2026-08-20,19,Available,False
UNIT01560,FAC018,O+,Whole Blood,385,2026-06-25,2026-07-30,-2,Expired,False
UNIT01561,FAC018,O+,Whole Blood,424,2026-07-04,2026-08-08,7,Available,True
UNIT01562,FAC018,B+,Whole Blood,352,2026-07-19,2026-08-23,22,Available,False
UNIT01563,FAC018,B+,Whole Blood,390,2026-07-19,2026-08-23,22,Available,False
UNIT01564,FAC018,B+,Whole Blood,371,2026-07-26,2026-08-30,29,Available,False
UNIT01565,FAC018,B+,Whole Blood,389,2026-07-23,2026-08-27,26,Available,False
UNIT01566,FAC018,O+,Whole Blood,373,2026-07-28,2026-09-01,31,Reserved,False
UNIT01567,FAC018,A+,Whole Blood,368,2026-07-22,2026-08-26,25,Available,False
UNIT01568,FAC018,B+,Whole Blood,365,2026-07-23,2026-08-27,26,Reserved,False
UNIT01569,FAC018,A+,Whole Blood,413,2026-07-07,2026-08-11,10,Available,False
UNIT01570,FAC018,B+,Whole Blood,384,2026-06-26,2026-07-31,-1,Expired,False
UNIT01571,FAC018,A+,Whole Blood,353,2026-07-14,2026-08-18,17,Available,False
UNIT01572,FAC018,B+,Whole Blood,420,2026-06-29,2026-08-03,2,Available,True
UNIT01573,FAC018,O+,Whole Blood,450,2026-07-23,2026-08-27,26,Available,False
UNIT01574,FAC018,A+,Whole Blood,414,2026-07-18,2026-08-22,21,Available,False
UNIT01575,FAC018,A+,Whole Blood,450,2026-07-20,2026-08-24,23,Reserved,False
UNIT01576,FAC018,B+,Whole Blood,421,2026-06-25,2026-07-30,-2,Expired,False
UNIT01577,FAC019,A+,Plasma,239,2025-07-09,2026-07-09,-23,Expired,False
UNIT01578,FAC019,B+,RBC,280,2026-08-01,2026-09-05,35,Reserved,False
UNIT01579,FAC019,B+,Platelets,55,2026-07-28,2026-08-02,1,Available,True
UNIT01580,FAC019,O+,RBC,252,2026-07-13,2026-08-17,16,Available,False
UNIT01581,FAC019,A+,Whole Blood,365,2026-07-22,2026-08-26,25,Available,False
UNIT01582,FAC019,O+,Platelets,58,2026-07-28,2026-08-02,1,Available,True
UNIT01583,FAC019,O+,Platelets,60,2026-07-28,2026-08-02,1,Reserved,False
UNIT01584,FAC019,B+,Plasma,220,2026-04-21,2027-04-21,263,Available,False
UNIT01585,FAC019,B+,Plasma,221,2025-07-11,2026-07-11,-21,Expired,False
UNIT01586,FAC019,A+,RBC,280,2026-07-11,2026-08-15,14,Available,False
UNIT01587,FAC019,A+,Whole Blood,439,2026-07-10,2026-08-14,13,Available,False
UNIT01588,FAC019,O+,Plasma,241,2026-02-04,2027-02-04,187,Available,False
UNIT01589,FAC019,O+,Whole Blood,406,2026-06-30,2026-08-04,3,Available,True
UNIT01590,FAC019,O+,Platelets,56,2026-07-26,2026-07-31,-1,Expired,False
UNIT01591,FAC019,O+,Platelets,50,2026-07-30,2026-08-04,3,Available,False
UNIT01592,FAC019,A+,Platelets,53,2026-07-27,2026-08-01,0,Available,True
UNIT01593,FAC019,O+,Platelets,53,2026-07-29,2026-08-03,2,Available,False
UNIT01594,FAC019,A+,Platelets,57,2026-07-28,2026-08-02,1,Available,True
UNIT01595,FAC019,O+,Whole Blood,440,2026-07-22,2026-08-26,25,Reserved,False
UNIT01596,FAC019,AB+,Whole Blood,400,2026-07-24,2026-08-28,27,Available,False
UNIT01597,FAC019,A+,Platelets,58,2026-07-29,2026-08-03,2,Available,False
UNIT01598,FAC019,A+,RBC,254,2026-07-27,2026-08-31,30,Available,False
UNIT01599,FAC019,A+,RBC,267,2026-07-01,2026-08-05,4,Available,True
UNIT01600,FAC019,A+,Whole Blood,438,2026-06-20,2026-07-25,-7,Expired,False
UNIT01601,FAC019,O+,Platelets,50,2026-07-29,2026-08-03,2,Reserved,False
UNIT01602,FAC019,O+,Whole Blood,402,2026-07-03,2026-08-07,6,Available,True
UNIT01603,FAC019,B+,Plasma,202,2026-02-17,2027-02-17,200,Available,False
UNIT01604,FAC019,O+,RBC,284,2026-07-28,2026-09-01,31,Reserved,False
UNIT01605,FAC019,B+,Whole Blood,423,2026-07-19,2026-08-23,22,Available,False
UNIT01606,FAC019,O+,RBC,277,2026-06-23,2026-07-28,-4,Expired,False
UNIT01607,FAC019,O+,RBC,254,2026-07-24,2026-08-28,27,Available,False
UNIT01608,FAC019,O+,Whole Blood,353,2026-07-29,2026-09-02,32,Available,False
UNIT01609,FAC019,AB+,Platelets,57,2026-07-28,2026-08-02,1,Available,True
UNIT01610,FAC019,B+,Platelets,58,2026-07-28,2026-08-02,1,Available,True
UNIT01611,FAC019,O+,Whole Blood,447,2026-07-06,2026-08-10,9,Available,False
UNIT01612,FAC019,A+,Plasma,203,2026-01-22,2027-01-22,174,Available,False
UNIT01613,FAC019,O+,Plasma,204,2026-04-10,2027-04-10,252,Available,False
UNIT01614,FAC019,O+,Whole Blood,388,2026-06-28,2026-08-02,1,Available,True
UNIT01615,FAC019,AB-,Plasma,235,2026-06-14,2027-06-14,317,Available,False
UNIT01616,FAC019,A+,Plasma,226,2026-03-17,2027-03-17,228,Available,False
UNIT01617,FAC019,B+,Whole Blood,404,2026-07-17,2026-08-21,20,Available,False
UNIT01618,FAC019,O+,Whole Blood,450,2026-07-21,2026-08-25,24,Reserved,False
UNIT01619,FAC019,A+,Platelets,50,2026-07-29,2026-08-03,2,Available,False
UNIT01620,FAC019,AB+,Whole Blood,423,2026-07-13,2026-08-17,16,Available,False
UNIT01621,FAC019,A+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT01622,FAC019,B+,RBC,258,2026-07-25,2026-08-29,28,Available,False
UNIT01623,FAC019,B+,Plasma,222,2026-02-12,2027-02-12,195,Available,False
UNIT01624,FAC019,B+,RBC,271,2026-07-25,2026-08-29,28,Available,False
UNIT01625,FAC019,B+,Whole Blood,368,2026-07-16,2026-08-20,19,Available,False
UNIT01626,FAC019,A+,Whole Blood,375,2026-07-18,2026-08-22,21,Available,False
UNIT01627,FAC019,O+,RBC,292,2026-07-06,2026-08-10,9,Available,False
UNIT01628,FAC019,B+,Plasma,237,2026-01-15,2027-01-15,167,Available,False
UNIT01629,FAC019,AB+,Platelets,52,2026-07-29,2026-08-03,2,Available,False
UNIT01630,FAC019,A+,Whole Blood,431,2026-07-16,2026-08-20,19,Reserved,False
UNIT01631,FAC019,A-,RBC,280,2026-07-17,2026-08-21,20,Available,False
UNIT01632,FAC019,O+,Platelets,56,2026-07-28,2026-08-02,1,Available,True
UNIT01633,FAC019,A+,Whole Blood,353,2026-07-20,2026-08-24,23,Available,False
UNIT01634,FAC019,AB+,RBC,287,2026-07-22,2026-08-26,25,Available,False
UNIT01635,FAC019,O+,Platelets,53,2026-07-31,2026-08-05,4,Available,False
UNIT01636,FAC019,B+,RBC,271,2026-07-01,2026-08-05,4,Available,True
UNIT01637,FAC019,O+,RBC,266,2026-07-24,2026-08-28,27,Available,False
UNIT01638,FAC019,O+,Whole Blood,433,2026-07-04,2026-08-08,7,Available,True
UNIT01639,FAC019,O+,Whole Blood,408,2026-07-21,2026-08-25,24,Available,False
UNIT01640,FAC019,B+,Platelets,59,2026-07-29,2026-08-03,2,Reserved,False
UNIT01641,FAC019,O+,Whole Blood,366,2026-07-26,2026-08-30,29,Reserved,False
UNIT01642,FAC019,O+,RBC,270,2026-07-15,2026-08-19,18,Available,False
UNIT01643,FAC019,AB+,RBC,287,2026-06-28,2026-08-02,1,Available,True
UNIT01644,FAC019,A+,Platelets,50,2026-07-28,2026-08-02,1,Available,True
UNIT01645,FAC019,O+,Platelets,59,2026-07-28,2026-08-02,1,Available,True
UNIT01646,FAC019,O+,RBC,300,2026-07-08,2026-08-12,11,Available,False
UNIT01647,FAC019,O+,Whole Blood,432,2026-07-25,2026-08-29,28,Available,False
UNIT01648,FAC019,O+,Platelets,55,2026-07-30,2026-08-04,3,Available,False
UNIT01649,FAC019,O+,Plasma,217,2025-12-02,2026-12-02,123,Available,False
UNIT01650,FAC019,AB+,Whole Blood,407,2026-07-24,2026-08-28,27,Reserved,False
UNIT01651,FAC019,O+,Plasma,224,2026-05-04,2027-05-04,276,Available,False
UNIT01652,FAC019,AB+,Platelets,51,2026-07-31,2026-08-05,4,Available,False
UNIT01653,FAC019,B+,Platelets,58,2026-07-31,2026-08-05,4,Available,False
UNIT01654,FAC019,O+,Plasma,223,2026-03-03,2027-03-03,214,Available,False
UNIT01655,FAC019,O+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT01656,FAC019,B+,Whole Blood,414,2026-07-20,2026-08-24,23,Available,False
UNIT01657,FAC019,B+,Whole Blood,362,2026-07-06,2026-08-10,9,Reserved,False
UNIT01658,FAC019,A+,Platelets,53,2026-08-01,2026-08-06,5,Available,False
UNIT01659,FAC019,O+,Platelets,60,2026-07-30,2026-08-04,3,Available,False
UNIT01660,FAC019,O+,RBC,298,2026-07-09,2026-08-13,12,Reserved,False
UNIT01661,FAC019,O+,Platelets,55,2026-08-01,2026-08-06,5,Available,False
UNIT01662,FAC019,O+,Plasma,237,2025-07-24,2026-07-24,-8,Expired,False
UNIT01663,FAC019,O+,Whole Blood,447,2026-07-17,2026-08-21,20,Available,False
UNIT01664,FAC019,O+,Plasma,213,2026-05-02,2027-05-02,274,Available,False
UNIT01665,FAC019,B+,Plasma,250,2025-11-29,2026-11-29,120,Available,False
UNIT01666,FAC019,A+,RBC,276,2026-07-18,2026-08-22,21,Reserved,False
UNIT01667,FAC019,A+,Plasma,208,2025-09-28,2026-09-28,58,Available,True
UNIT01668,FAC019,AB+,RBC,281,2026-07-21,2026-08-25,24,Available,False
UNIT01669,FAC019,O+,Platelets,60,2026-07-30,2026-08-04,3,Available,False
UNIT01670,FAC019,O+,Platelets,50,2026-07-30,2026-08-04,3,Available,False
UNIT01671,FAC019,O+,RBC,271,2026-06-23,2026-07-28,-4,Expired,False
UNIT01672,FAC019,AB+,Plasma,213,2025-06-14,2026-06-14,-48,Expired,False
UNIT01673,FAC019,O+,Whole Blood,363,2026-07-15,2026-08-19,18,Available,False
UNIT01674,FAC019,B+,Plasma,210,2026-01-01,2027-01-01,153,Available,False
UNIT01675,FAC019,A+,RBC,281,2026-07-29,2026-09-02,32,Available,False
UNIT01676,FAC019,A+,RBC,268,2026-07-27,2026-08-31,30,Reserved,False
UNIT01677,FAC019,A+,Platelets,50,2026-07-29,2026-08-03,2,Available,False
UNIT01678,FAC019,B+,Whole Blood,402,2026-07-25,2026-08-29,28,Available,False
UNIT01679,FAC019,B+,Whole Blood,445,2026-07-26,2026-08-30,29,Available,False
UNIT01680,FAC019,A+,RBC,277,2026-07-26,2026-08-30,29,Available,False
UNIT01681,FAC019,O+,Plasma,219,2026-05-19,2027-05-19,291,Available,False
UNIT01682,FAC019,AB+,Plasma,209,2026-04-20,2027-04-20,262,Available,False
UNIT01683,FAC019,B+,Plasma,221,2026-01-13,2027-01-13,165,Available,False
UNIT01684,FAC019,O+,Plasma,247,2026-02-28,2027-02-28,211,Available,False
UNIT01685,FAC019,A+,Plasma,250,2026-04-01,2027-04-01,243,Available,False
UNIT01686,FAC019,B+,RBC,289,2026-07-19,2026-08-23,22,Available,False
UNIT01687,FAC019,O+,Plasma,244,2026-03-22,2027-03-22,233,Available,False
UNIT01688,FAC019,AB+,Plasma,210,2025-12-09,2026-12-09,130,Available,False
UNIT01689,FAC019,B+,Platelets,53,2026-07-29,2026-08-03,2,Available,False
UNIT01690,FAC019,O+,Plasma,235,2025-05-22,2026-05-22,-71,Expired,False
UNIT01691,FAC019,A+,Platelets,55,2026-07-31,2026-08-05,4,Available,False
UNIT01692,FAC019,B+,RBC,279,2026-07-23,2026-08-27,26,Available,False
UNIT01693,FAC019,A+,Plasma,212,2026-03-23,2027-03-23,234,Available,False
UNIT01694,FAC019,B+,Whole Blood,367,2026-07-23,2026-08-27,26,Available,False
UNIT01695,FAC019,B+,Plasma,235,2026-02-21,2027-02-21,204,Available,False
UNIT01696,FAC019,O+,Plasma,210,2026-05-23,2027-05-23,295,Available,False
UNIT01697,FAC019,A+,Whole Blood,365,2026-07-13,2026-08-17,16,Available,False
UNIT01698,FAC019,B-,Plasma,200,2026-05-17,2027-05-17,289,Available,False
UNIT01699,FAC019,O+,RBC,295,2026-07-18,2026-08-22,21,Available,False
UNIT01700,FAC019,A+,RBC,290,2026-07-18,2026-08-22,21,Available,False
UNIT01701,FAC019,O+,Whole Blood,356,2026-07-19,2026-08-23,22,Available,False
UNIT01702,FAC019,AB+,Whole Blood,381,2026-07-06,2026-08-10,9,Available,False
UNIT01703,FAC019,B+,RBC,251,2026-07-24,2026-08-28,27,Available,False
UNIT01704,FAC019,O-,Platelets,51,2026-07-28,2026-08-02,1,Available,True
UNIT01705,FAC019,A-,Whole Blood,371,2026-07-05,2026-08-09,8,Available,False
UNIT01706,FAC019,O+,Whole Blood,391,2026-07-18,2026-08-22,21,Available,False
UNIT01707,FAC019,B+,RBC,275,2026-07-12,2026-08-16,15,Reserved,False
UNIT01708,FAC019,O+,Whole Blood,391,2026-07-23,2026-08-27,26,Available,False
UNIT01709,FAC019,A+,Plasma,213,2025-12-26,2026-12-26,147,Available,False
UNIT01710,FAC019,B+,Whole Blood,429,2026-07-11,2026-08-15,14,Available,False
UNIT01711,FAC019,B+,Whole Blood,448,2026-07-01,2026-08-05,4,Available,True
UNIT01712,FAC019,AB+,Whole Blood,422,2026-07-09,2026-08-13,12,Available,False
UNIT01713,FAC019,A+,Whole Blood,439,2026-07-13,2026-08-17,16,Reserved,False
UNIT01714,FAC019,B+,RBC,294,2026-07-21,2026-08-25,24,Available,False
UNIT01715,FAC019,B+,Plasma,237,2026-06-14,2027-06-14,317,Available,False
